,propbank,verbatlas
3920,roll.01,va:0056f
3921,roll.02,va:0422f
3922,roll.03,va:0056f
3923,romance.01,va:0217f
3924,romp.01,va:0394f
3925,roost.01,va:0523f
3926,root.01,va:0166f
3927,root.02,va:0624f
3928,root.03,va:0022f
3929,rot.01,va:0134f
3930,rotate.01,va:0282f
3931,rotate.02,va:0322f
3932,round.01,va:0429f
3933,round.02,va:0321f
3934,route.01,va:0083f
3935,row.01,va:0153f
3936,rub.01,va:0228f
3937,rue.01,va:0568f
3938,ruffle.02,va:0030f
3939,ruin.01,va:0134f
3940,rule.01,va:0130f
3941,rule.02,va:0181f
3942,rule.03,va:0125f
3943,rumble.01,va:0240f
3944,ruminate.01,va:0096f
3945,rumor.01,va:0009f
3946,rumor.01.2009,va:0009f
3947,rumor.02,va:0009f
3948,run.01,va:0183f
3949,run.02,va:0394f
3950,run.02.2009,va:0394f
3951,run.03,va:0512f
3952,run.04,va:0167f
3953,run.05,va:0135f
3954,run.06,va:0396f
3955,run.07,va:0368f
3956,run.08,va:0153f
3957,run.09,va:0162f
3958,run.10,va:0320f
3959,rupture.01,va:0534f
3960,rush.01,va:0394f
3961,rust.01,va:0139f
3962,rusticate.01,va:0564f
3963,sabotage.01,va:0134f
3964,sack.01,va:0078f
3965,sacrifice.01,va:0189f
3966,sadden.01,va:0582f
3967,saddle.01,va:0450f
3968,safeguard.01,va:0251f
3969,sag.01,va:0559f
3970,sail.01,va:0242f
3971,salt.01,va:0462f
3972,salute.01,va:0101f
3973,salvage.01,va:0198f
3974,sample.01,va:0331f
3975,sanctify.01,va:0121f
3976,sanction.01,va:0101f
3977,sandwich.01,va:0422f
3978,sanitize.01,va:0155f
3979,sap.01,va:0135f
3980,satirize.01,va:0329f
3981,satisfy.01,va:0582f
3982,satisfy.02,va:0086f
3983,saturate.01,va:0421f
3984,save.01,va:0012f
3985,save.02,va:0198f
3986,save.03,va:0012f
3987,save.04,va:0012f
3988,savor.01,va:0150f
3989,say.01,va:0424f
3990,say.02,va:1003f
3991,scald.01,va:0441f
3992,scale.01,va:0564f
3993,scale.03,va:0219f
3994,scamper.01,va:0394f
3995,scan.01,va:0176f
3996,scandalize.01,va:0582f
3997,scapegoat.01,va:0272f
3998,scar.01,va:0431f
3999,scare.01,va:0582f
4000,scare.02,va:0582f
4001,scarf.01,va:0051f
4002,scatter.01,va:0249f
4003,scavenge.01,va:0321f
4004,schedule.01,va:0545f
4005,scheme.01,va:0188f
4006,scoff.01,va:0339f
4007,scold.01,va:0035f
4008,scoop.01,va:0239f
4009,scoop.02,va:0239f
4010,scoot.01,va:0394f
4011,scorch.01,va:0441f
4012,score.01,va:0423f
4013,score.02,va:0382f
4014,scorn.01,va:0592f
4015,scotch.01,va:0181f
4016,scour.02,va:0197f
4017,scout.01,va:0197f
4018,scowl.01,va:0397f
4019,scrabble.01,va:0550f
4020,scramble.01,va:0331f
4021,scramble.03,va:0394f
4022,scrap.01,va:0255f
4023,scrap.02,va:0313f
4024,scrape.02,va:0012f
4025,scratch.02,va:0139f
4026,scratch.03,va:0327f
4027,scratch.04,va:0197f
4028,scream.01,va:0009f
4029,screech.01,va:0240f
4030,screech.02,va:0029f
4031,screech.02.2009,va:0029f
4032,screen.01,va:0176f
4033,screen.02,va:0251f
4034,screen.03,va:0162f
4035,screw.01,va:0482f
4036,screw.04,va:0206f
4037,scribble.01,va:0327f
4038,scrimp.01,va:0114f
4039,script.01,va:0382f
4040,scriptwrite.01,va:0382f
4041,scrounge.01,va:0197f
4042,scrub.01,va:0155f
4043,scrutinize.01,va:0176f
4044,scuffle.01,va:0360f
4045,sculpt.01,va:0453f
4046,scurry.01,va:0394f
4047,scuttle.01,va:0480f
4048,scuttle.02,va:0394f
4049,seal.01,va:0212f
4050,seal.02,va:0212f
4051,search.01,va:0197f
4052,search.01.2009,va:0197f
4053,season.01,va:0462f
4054,seat.01,va:0502f
4055,seat.02,va:0502f
4056,secede.01,va:0608f
4057,secrete.01,va:0160f
4058,secularize.01,va:0016f
4059,secure.01,va:0290f
4060,secure.02,va:0402f
4061,sedate.01,va:0573f
4062,seduce.01,va:0086f
4063,see.01,va:0521f
4064,see.01.2009,va:0521f
4065,see.02,va:0264f
4066,see.03,va:1003f
4067,see.04,va:0244f
4068,seed.02,va:0596f
4069,seek.01,va:0197f
4070,seek.02,va:0197f
4071,seem.01,va:0511f
4072,seep.01,va:0034f
4073,seesaw.01,va:0030f
4074,seethe.01,va:0582f
4075,segment.01,va:0534f
4076,segregate.01,va:0534f
4077,seize.01,va:0079f
4078,select.01,va:0099f
4079,sell.01,va:0229f
4080,sell.02,va:0349f
4081,sell.03,va:0229f
4082,sell.04,va:0229f
4083,send.01,va:0083f
4084,send.02,va:0018f
4085,send.03,va:0387f
4086,send.04,va:0330f
4087,sense.01,va:0576f
4088,sensitize.01,va:0345f
4089,sentence.01,va:0130f
4090,separate.01,va:0534f
4091,sequester.01,va:0307f
4092,serve.01,va:0597f
4093,serve.02,va:0231f
4094,serve.03,va:0189f
4095,service.01,va:0629f
4096,set.01,va:0361f
4097,set.02,va:0583f
4098,set.03,va:0583f
4099,set.04,va:0046f
4100,set.05,va:0537f
4101,set.06,va:0583f
4102,set.07,va:0119f
4103,set.08,va:0337f
4104,set.11,va:0053f
4105,set.12,va:0046f
4106,set.13,va:0266f
4107,settle.01,va:0429f
4108,settle.02,va:0427f
4109,settle.03,va:0429f
4110,settle.04,va:0573f
4111,sever.01,va:0458f
4112,sew.01,va:0206f
4113,shackle.01,va:0029f
4114,shade.01,va:0473f
4115,shadow.01,va:0173f
4116,shag.01,va:0079f
4117,shake.01,va:0030f
4118,shake.02,va:0255f
4119,shake.03,va:0030f
4120,shame.01,va:0050f
4121,shame.02,va:0508f
4122,shampoo.01,va:0155f
4123,shape.01,va:0443f
4124,shape.02,va:0511f
4125,shape.03,va:0157f
4126,share.01,va:0304f
4127,share.02,va:0304f
4128,sharpen.01,va:0474f
4129,shatter.01,va:0058f
4130,shave.01,va:0458f
4131,shear.01,va:0458f
4132,shed.01,va:0255f
4133,shed.02,va:0241f
4134,shed.03,va:0152f
4135,shell.02,va:0204f
4136,shell.03,va:0189f
4137,shelter.01,va:0245f
4138,shelve.01,va:0361f
4139,shepherd.01,va:0285f
4140,shield.01,va:0251f
4141,shift.01,va:0016f
4142,shimmer.01,va:0501f
4143,shimmer.02,va:0137f
4144,shimmy.01,va:0566f
4145,shine.01,va:0501f
4146,shine.02,va:0104f
4147,ship.01,va:0003f
4148,shirk.01,va:0260f
4149,shit.01,va:0160f
4150,shiver.01,va:0030f
4151,shock.01,va:0582f
4152,shoehorn.01,va:0337f
4153,shoo.01,va:0581f
4154,shoot.01,va:0234f
4155,shoot.02,va:0062f
4156,shoot.03,va:0216f
4157,shoot.04,va:0009f
4158,shoot.05,va:0141f
4159,shoot.06,va:0394f
4160,shoot.07,va:0324f
4161,shop.01,va:0197f
4162,shop.02,va:0229f
4163,shore.01,va:0207f
4164,shore.02,va:0505f
4165,short-circuit.01,va:0482f
4166,short.01,va:0229f
4167,short.02,va:0482f
4168,shorten.01,va:0241f
4169,shoulder.01,va:0003f
4170,shout.01,va:0009f
4171,shout.02,va:0009f
4172,shout.03,va:0009f
4173,shove.01,va:0469f
4174,shovel.01,va:0166f
4175,show.01,va:0162f
4176,show.02,va:0288f
4177,show.03,va:0162f
4178,shower.01,va:0234f
4179,shower.02,va:0159f
4180,shpritz.01,va:0152f
4181,shred.01,va:0458f
4182,shriek.01,va:0240f
4183,shrink.01,va:0241f
4184,shrivel.01,va:0241f
4185,shroud.01,va:0249f
4186,shrug.01,va:0369f
4187,shrug.02,va:0372f
4188,shrug.03,va:0009f
4189,shudder.01,va:0030f
4190,shuffle.02,va:0137f
4191,shuffle.05,va:0482f
4192,shun.01,va:0260f
4193,shunt.01,va:0003f
4194,shut.01,va:0212f
4195,shut.02,va:0029f
4196,shut.03,va:0307f
4197,shut.04,va:0029f
4198,shut.05,va:0514f
4199,shut.06,va:0240f
4200,shutter.01,va:0212f
4201,shuttle.01,va:0137f
4202,shuttle.02,va:0255f
4203,shy.01,va:0260f
4204,sicken.01,va:0138f
4205,side.01,va:0022f
4206,sidestep.01,va:0260f
4207,sidetrack.01,va:0148f
4208,sift.01,va:0534f
4209,sigh.01,va:0009f
4210,sigh.02,va:0535f
4211,sight.01,va:0521f
4212,sightsee.01,va:0068f
4213,sign.01,va:0327f
4214,sign.02,va:0025f
4215,sign.03,va:0217f
4216,sign.04,va:0298f
4217,signal.01,va:0369f
4218,signify.01,va:0213f
4219,silence.01,va:0240f
4220,silt.01,va:0029f
4221,simmer.01,va:0462f
4222,simplify.01,va:0487f
4223,simulate.01,va:0417f
4224,sin.01,va:0356f
4225,sing.01,va:0347f
4226,single.01,va:0099f
4227,sink.01,va:0480f
4228,sip.01,va:0048f
4229,siphon.01,va:0153f
4230,siphon.02,va:0457f
4231,sit.01,va:0523f
4232,sit.02,va:0523f
4233,sit.02.2009,va:0523f
4234,sit.03,va:0523f
4235,sit.04,va:0260f
4236,sit.05,va:0154f
4237,situate.01,va:0361f
4238,size.02,va:0176f
4239,sizzle.01,va:0240f
4240,sketch.01,va:0310f
4241,sketch.02,va:0310f
4242,skew.01,va:0438f
4243,ski.01,va:0175f
4244,skid.01,va:0137f
4245,skid.02,va:0137f
4246,skim.01,va:0137f
4247,skim.03,va:0239f
4248,skimp.01,va:0496f
4249,skip.01,va:0598f
4250,skip.03,va:0119f
4251,skipper.01,va:0597f
4252,skirmish.01,va:0360f
4253,skirt.01,va:0420f
4254,skirt.02,va:0260f
4255,skulk.01,va:0175f
4256,skydive.01,va:0559f
4257,skyrocket.01,va:0430f
4258,slack.01,va:0567f
4259,slacken.01,va:0470f
4260,slam.01,va:0234f
4261,slam.02,va:0092f
4262,slant.01,va:0562f
4263,slap.01,va:0092f
4264,slash.01,va:0458f
4265,slash.02,va:0241f
4266,slate.01,va:0545f
4267,slather.01,va:0361f
4268,slaughter.01,va:0062f
4269,slay.01,va:0062f
4270,sleep.01,va:0452f
4271,sleep.02,va:0200f
4272,sleep.05,va:0509f
4273,slice.01,va:0458f
4274,slice.02,va:0458f
4275,slide.01,va:0153f
4276,slide.02,va:0137f
4277,slim.01,va:0241f
4278,slim.02,va:0241f
4279,sling.01,va:0153f
4280,slip.01,va:0241f
4281,slip.02,va:0137f
4282,slip.03,va:0189f
4283,slip.04,va:0422f
4284,slither.01,va:0486f
4285,sliver.01,va:0058f
4286,slog.01,va:0030f
4287,slope.01,va:0137f
4288,slosh.01,va:0234f
4289,slow.01,va:0470f
4290,slow.02,va:0241f
4291,slow.03,va:0470f
4292,slow.03.2009,va:0470f
4293,slug.01,va:0092f
4294,slug.03,va:0336f
4295,slump.01,va:0559f
4296,smack.01,va:0104f
4297,smart.01,va:0431f
4298,smash.01,va:0134f
4299,smash.02,va:0092f
4300,smear.01,va:0249f
4301,smear.02,va:0272f
4302,smell.01,va:0577f
4303,smell.02,va:0541f
4304,smile.01,va:0339f
4305,smoke.01,va:0059f
4306,smoke.02,va:0535f
4307,smoke.03,va:0462f
4308,smolder.01,va:0441f
4309,smooth.01,va:0490f
4310,smooth.02,va:0567f
4311,smooth.03,va:0427f
4312,smother.01,va:0062f
4313,smuggle.01,va:0003f
4314,snag.01,va:0290f
4315,snake.01,va:0137f
4316,snap.01,va:0009f
4317,snap.03,va:0240f
4318,snap.05,va:0058f
4319,snap.07,va:0153f
4320,snap.08,va:0185f
4321,snatch.01,va:0079f
4322,sneak.01,va:0030f
4323,sneeze.01,va:0535f
4324,sniff.01,va:0577f
4325,sniff.02,va:0009f
4326,sniff.03,va:0033f
4327,snipe.01,va:0202f
4328,snitch.01,va:0301f
4329,snivel.01,va:0009f
4330,snoop.01,va:0521f
4331,snore.01,va:0535f
4332,snorkel.01,va:0480f
4333,snort.01,va:0240f
4334,snow.01,va:0570f
4335,snowball.01,va:0430f
4336,snub.01,va:0333f
4337,soak.01,va:0142f
4338,soak.02,va:0004f
4339,soar.01,va:0430f
4340,soar.02,va:0594f
4341,sob.01,va:0140f
4342,sober.02,va:0198f
4343,socialize.01,va:0408f
4344,socialize.02,va:0016f
4345,sock.02,va:0012f
4346,soften.01,va:0241f
4347,soil.01,va:0437f
4348,solicit.01,va:0330f
4349,solidify.01,va:0564f
4350,solve.01,va:0281f
4351,soothe.01,va:0573f
4352,sort.01,va:0380f
4353,sort.02,va:0576f
4354,soulsearch.01,va:0096f
4355,sound.01,va:0104f
4356,sound.02,va:0014f
4357,sound.03,va:0009f
4358,sour.01,va:0274f
4359,source.01,va:0290f
4360,source.02,va:0496f
4361,sow.01,va:0596f
4362,space.02,va:0558f
4363,span.01,va:0167f
4364,spar.01,va:0360f
4365,spare.01,va:0600f
4366,spare.02,va:0253f
4367,spark.01,va:0435f
4368,spawn.01,va:0382f
4369,speak.01,va:0009f
4370,speak.02,va:0009f
4371,speak.03,va:0009f
4372,spearhead.01,va:0125f
4373,specialize.01,va:0597f
4374,specify.01,va:0314f
4375,speculate.01,va:0096f
4376,speed.01,va:0394f
4377,speed.02,va:0500f
4378,spell.01,va:0009f
4379,spell.02,va:0346f
4380,spell.03,va:0314f
4381,spend.01,va:0135f
4382,spend.02,va:0233f
4383,spew.01,va:0160f
4384,spike.01,va:0062f
4385,spill.01,va:0457f
4386,spill.02,va:0119f
4387,spill.03,va:0119f
4388,spin.01,va:0030f
4389,spin.02,va:0382f
4390,spin.03,va:0382f
4391,spin.04,va:0563f
4392,spiral.01,va:0137f
4393,spirit.01,va:0435f
4394,spit.01,va:0160f
4395,splash.01,va:0142f
4396,splash.02,va:0185f
4397,split.01,va:0534f
4398,split.02,va:0608f
4399,split.03,va:0534f
4400,spoil.01,va:0561f
4401,sponsor.01,va:0022f
4402,spook.01,va:0582f
4403,sport.01,va:0553f
4404,spot.01,va:0521f
4405,spotlight.01,va:0312f
4406,spout.01,va:0137f
4407,spout.02,va:0009f
4408,sprain.01,va:0431f
4409,sprawl.01,va:0523f
4410,spray.01,va:0249f
4411,spread.01,va:0249f
4412,spread.02,va:0247f
4413,spread.03,va:0247f
4414,spring.01,va:0046f
4415,spring.02,va:0046f
4416,sprinkle.01,va:0142f
4417,sprout.01,va:0089f
4418,spruce.01,va:0400f
4419,spur.01,va:0157f
4420,spurn.01,va:0333f
4421,spurt.01,va:0137f
4422,spurt.02,va:0137f
4423,sputter.01,va:0240f
4424,spy.01,va:0521f
4425,squabble.01,va:0143f
4426,squander.01,va:0133f
4427,square.01,va:0527f
4428,square.03,va:0410f
4429,squat.01,va:0523f
4430,squat.02,va:0509f
4431,squeak.02,va:0331f
4432,squeegee.01,va:0155f
4433,squeeze.01,va:0469f
4434,squeeze.02,va:0050f
4435,squeeze.02.2009,va:0050f
4436,squeeze.03,va:0241f
4437,squelch.01,va:0574f
4438,squint.01,va:0397f
4439,squirm.01,va:0030f
4440,stab.01,va:0458f
4441,stabilize.01,va:0207f
4442,stack.01,va:0396f
4443,stack.02,va:0104f
4444,staff.01,va:0496f
4445,stage.01,va:0147f
4446,stagger.01,va:0175f
4447,stagnate.01,va:0029f
4448,stain.01,va:0437f
4449,stake.02,va:0330f
4450,stalk.02,va:0276f
4451,stall.01,va:0385f
4452,stall.02,va:0429f
4453,stamp.01,va:0419f
4454,stamp.02,va:0341f
4455,stamp.03,va:0101f
4456,stamp.04,va:0175f
4457,stamp.05,va:0429f
4458,stampede.01,va:0153f
4459,stanch.01,va:0029f
4460,stand.01,va:0361f
4461,stand.02,va:0029f
4462,stand.03,va:0001f
4463,stand.04,va:0509f
4464,stand.05,va:0621f
4465,stand.06,va:0104f
4466,stand.07,va:0219f
4467,stand.08,va:0213f
4468,stand.09,va:0253f
4469,standardize.01,va:0091f
4470,staple.01,va:0419f
4471,star.01,va:0014f
4472,stare.01,va:0521f
4473,stare.02,va:0486f
4474,start.01,va:0046f
4475,start.02,va:0046f
4476,start.02.2009,va:0046f
4477,start.04,va:0046f
4478,start.05,va:0046f
4479,start.06,va:0119f
4480,start.07,va:0009f
4481,startle.01,va:0054f
4482,starve.01,va:0431f
4483,stash.01,va:0473f
4484,stash.02,va:0012f
4485,state.01,va:0009f
4486,station.01,va:0361f
4487,stave.01,va:0260f
4488,stay.01,va:0630f
4489,stay.02,va:0630f
4490,stay.03,va:0029f
4491,stay.04,va:0509f
4492,steady.01,va:0207f
4493,steal.01,va:0301f
4494,steam.01,va:0462f
4495,steam.02,va:0059f
4496,steam.03,va:0137f
4497,steamroller.01,va:0619f
4498,steel.01,va:0337f
4499,steep.01,va:0480f
4500,steer.01,va:0387f
4501,steer.02,va:0260f
4502,stem.01,va:0105f
4503,stem.02,va:0029f
4504,step.01,va:0137f
4505,step.02,va:0408f
4506,step.03,va:0430f
4507,step.04,va:0560f
4508,sterilize.01,va:0155f
4509,stew.01,va:0462f
4510,stew.02,va:0582f
4511,stick.01,va:0419f
4512,stick.02,va:0061f
4513,stick.03,va:0509f
4514,stick.04,va:0143f
4515,stiffen.01,va:0564f
4516,stifle.01,va:0029f
4517,stimulate.01,va:0018f
4518,sting.01,va:0431f
4519,stink.01,va:0541f
4520,stink.01.2009,va:0541f
4521,stipulate.01,va:0314f
4522,stir.01,va:0434f
4523,stir.02,va:0582f
4524,stir.03,va:0030f
4525,stir.04,va:0382f
4526,stitch.01,va:0206f
4527,stock.01,va:0496f
4528,stock.02,va:0012f
4529,stockpile.01,va:0496f
4530,stoke.01,va:0430f
4531,stomach.01,va:0051f
4532,stomp.01,va:0175f
4533,stone.02,va:0062f
4534,stone.03,va:0479f
4535,stonewall.01,va:0385f
4536,stoop.01,va:0355f
4537,stop.01,va:0029f
4538,stop.02,va:0068f
4539,stop.03,va:0029f
4540,stop.04,va:0212f
4541,store.01,va:0012f
4542,storm.02,va:0204f
4543,stow.01,va:0421f
4544,straddle.01,va:0523f
4545,strafe.01,va:0204f
4546,straighten.01,va:0459f
4547,straighten.02,va:0091f
4548,straighten.03,va:0459f
4549,strain.01,va:0058f
4550,strain.02,va:0534f
4551,strain.03,va:0331f
4552,strain.04,va:0431f
4553,strand.01,va:0253f
4554,strangle.01,va:0062f
4555,strap.01,va:0206f
4556,strap.02,va:0032f
4557,strategize.01,va:0545f
4558,stray.01,va:0175f
4559,streak.01,va:0137f
4560,stream.02,va:0034f
4561,streamline.01,va:0487f
4562,strengthen.01,va:0446f
4563,stress.01,va:0312f
4564,stress.02,va:0582f
4565,stress.03,va:0582f
4566,stretch.01,va:0167f
4567,stretch.02,va:0167f
4568,strew.01,va:0247f
4569,stride.01,va:0175f
4570,strike.01,va:0092f
4571,strike.02,va:0326f
4572,strike.03,va:0491f
4573,strike.04,va:0511f
4574,strike.05,va:0046f
4575,strike.06,va:0581f
4576,strike.07,va:0491f
4577,strike.08,va:0141f
4578,strike.09,va:0046f
4579,strike.10,va:0017f
4580,strip.01,va:0239f
4581,strip.02,va:0239f
4582,strive.01,va:0331f
4583,stroke.01,va:0228f
4584,stroll.01,va:0030f
4585,structure.01,va:0380f
4586,struggle.01,va:0360f
4587,struggle.02,va:0331f
4588,stub.01,va:0092f
4589,stud.01,va:0496f
4590,study.01,va:0176f
4591,stuff.01,va:0421f
4592,stumble.01,va:0559f
4593,stump.01,va:0582f
4594,stun.01,va:0582f
4595,stunt.01,va:0029f
4596,style.01,va:0400f
4597,stymie.01,va:0029f
4598,subcontract.01,va:0298f
4599,subdivide.01,va:0534f
4600,subdue.01,va:0574f
4601,subject.01,va:0619f
4602,sublet.01,va:0612f
4603,sublimate.01,va:0564f
4604,submerge.01,va:0480f
4605,submit.01,va:0189f
4606,subordinate.01,va:0574f
4607,subpoena.01,va:0067f
4608,subscribe.01,va:0306f
4609,subscribe.02,va:0407f
4610,subside.01,va:0241f
4611,subsidize.01,va:0022f
4612,substantiate.01,va:0024f
4613,substitute.01,va:0154f
4614,subsume.01,va:0082f
4615,subtitle.02,va:0065f
4616,subtract.01,va:0239f
4617,subvert.01,va:0134f
4618,succeed.01,va:0015f
4619,succeed.02,va:0112f
4620,succeed.03,va:0112f
4621,succumb.01,va:0533f
4622,suck.01,va:0259f
4623,suck.02,va:0384f
4624,sue.01,va:0272f
4625,suffer.01,va:0431f
4626,suffice.01,va:0104f
4627,suffocate.01,va:0062f
4628,suggest.01,va:0227f
4629,suit.01,va:0170f
4630,suit.01.2009,va:0170f
4631,suit.02,va:0052f
4632,sully.01,va:0437f
4633,sum.01,va:0310f
4634,summarize.01,va:0310f
4635,summon.01,va:0067f
4636,summon.02,va:0435f
4637,sunbathe.01,va:0162f
4638,super.01,va:0249f
4639,superimpose.01,va:0249f
4640,supersede.01,va:0154f
4641,supervise.01,va:0285f
4642,supplant.01,va:0154f
4643,supplement.01,va:0366f
4644,supply.01,va:0496f
4645,support.01,va:0198f
4646,suppose.01,va:0045f
4647,suppose.02,va:0045f
4648,suppress.01,va:0181f
4649,surface.01,va:0219f
4650,surface.02,va:0249f
4651,surge.01,va:0430f
4652,surge.01.2009,va:0430f
4653,surmise.01,va:0045f
4654,surmount.02,va:0249f
4655,surpass.01,va:0486f
4656,surprise.01,va:0582f
4657,surrender.01,va:0253f
4658,surround.01,va:0420f
4659,surveil.01,va:0285f
4660,survey.01,va:0176f
4661,survive.01,va:0486f
4662,survive.02,va:0486f
4663,suspect.01,va:0045f
4664,suspend.01,va:0029f
4665,suspend.02,va:0472f
4666,sustain.01,va:0167f
4667,sustain.02,va:0165f
4668,swallow.01,va:0051f
4669,swamp.01,va:0142f
4670,swap.01,va:0154f
4671,swathe.01,va:0553f
4672,sway.01,va:0137f
4673,sway.02,va:0086f
4674,sway.02.2009,va:0086f
4675,swear.01,va:0402f
4676,swear.01.2009,va:0402f
4677,swear.02,va:0508f
4678,swear.03,va:0402f
4679,swear.04,va:0424f
4680,swear.05,va:0402f
4681,swear.06,va:0424f
4682,sweat.01,va:0160f
4683,sweat.02,va:0114f
4684,sweat.03,va:0241f
4685,sweep.01,va:0239f
4686,sweep.02,va:0137f
4687,sweep.03,va:0022f
4688,sweeten.02,va:0274f
4689,swell.01,va:0430f
4690,swerve.01,va:0282f
4691,swim.01,va:0480f
4692,swindle.01,va:0301f
4693,swing.01,va:0322f
4694,swing.02,va:0153f
4695,swing.03,va:0137f
4696,swing.04,va:0240f
4697,swirl.01,va:0175f
4698,switch.01,va:0154f
4699,switch.02,va:0016f
4700,swivel.01,va:0030f
4701,swoon.02,va:0582f
4702,swoop.01,va:0137f
4703,swoop.02,va:0079f
4704,symbolize.01,va:0341f
4705,sympathize.01,va:0582f
4706,synchronize.01,va:0111f
4707,syncopate.01,va:0014f
4708,syndicate.01,va:0189f
4709,synthesize.01,va:0382f
4710,systematize.01,va:0380f
4711,taboo.01,va:0181f
4712,tabulate.01,va:0380f
4713,tack.01,va:0419f
4714,tack.03,va:0430f
4715,tack.04,va:0419f
4716,tackle.01,va:0373f
4717,tag.01,va:0419f
4718,tail.01,va:0297f
4719,tailgate.01,va:0173f
4720,tailor.01,va:0052f
4721,taint.01,va:0138f
4722,taiwanize.01,va:0564f
4723,take.01,va:0010f
4724,take.02,va:0001f
4725,take.03,va:0060f
4726,take.04,va:0236f
4727,take.05,va:0239f
4728,take.06,va:0245f
4729,take.07,va:0239f
4730,take.08,va:0430f
4731,take.09,va:0010f
4732,take.10,va:0032f
4733,take.11,va:0239f
4734,take.12,va:0154f
4735,take.13,va:0479f
4736,take.14,va:0111f
4737,take.15,va:0316f
4738,take.16,va:0582f
4739,take.17,va:0344f
4740,take.18,va:0119f
4741,take.19,va:0119f
4742,take.20,va:0582f
4743,take.21,va:0373f
4744,take.22,va:0134f
4745,take.24,va:0079f
4746,take.26,va:0582f
4747,talk.01,va:0009f
4748,talk.02,va:0086f
4749,tally.01,va:0379f
4750,tame.01,va:0345f
4751,tamper.01,va:0356f
4752,tan.01,va:0442f
4753,tangle.01,va:0482f
4754,tangle.02,va:0482f
4755,tango.01,va:0566f
4756,tank.01,va:0015f
4757,tap.01,va:0092f
4758,tap.02,va:0330f
4759,tap.03,va:0197f
4760,tape.01,va:0419f
4761,tape.02,va:0216f
4762,tape.03,va:0419f
4763,taper.01,va:0241f
4764,tar.01,va:0249f
4765,target.01,va:0387f
4766,tarnish.01,va:0437f
4767,taste.01,va:0538f
4768,taste.02,va:0104f
4769,taunt.01,va:0508f
4770,tax.01,va:0267f
4771,tax.02,va:0267f
4772,taxi.01,va:0175f
4773,teach.01,va:0345f
4774,team.01,va:0321f
4775,team.02,va:0321f
4776,tear.01,va:0534f
4777,tear.02,va:0394f
4778,tear.03,va:0140f
4779,tear.04,va:0458f
4780,tear.05,va:0490f
4781,tease.01,va:0033f
4782,tease.02,va:0582f
4783,tease.04,va:0033f
4784,tee.01,va:0092f
4785,teem.01,va:0104f
4786,telegraph.01,va:0083f
4787,telephone.01,va:0066f
4788,televise.01,va:0122f
4789,telework.01,va:0597f
4790,tell.01,va:0009f
4791,tell.02,va:0316f
4792,tell.03,va:0349f
4793,temper.01,va:0241f
4794,tempt.01,va:0435f
4795,tend.01,va:0384f
4796,tend.02,va:0017f
4797,tender.01,va:0407f
4798,tenure.01,va:0502f
4799,term.01,va:0065f
4800,terminate.01,va:0429f
4801,terminate.02,va:0078f
4802,terrify.01,va:0582f
4803,test.01,va:0244f
4804,testify.01,va:0402f
4805,thank.01,va:0101f
4806,thatch.01,va:0249f
4807,thaw.02,va:0248f
4808,theorize.01,va:0096f
4809,thicken.01,va:0564f
4810,thin.01,va:0241f
4811,thin.02,va:0241f
4812,think.01,va:0096f
4813,think.02,va:0382f
4814,thrash.01,va:0092f
4815,thrash.02,va:0336f
4816,thrash.03,va:0175f
4817,thread.01,va:0175f
4818,threaten.01,va:0461f
4819,thrill.01,va:0435f
4820,thrive.01,va:0157f
4821,throb.01,va:0030f
4822,throng.01,va:0396f
4823,throttle.01,va:0126f
4824,throw.01,va:0234f
4825,throw.02,va:0366f
4826,throw.03,va:0188f
4827,throw.05,va:0160f
4828,throw.06,va:0255f
4829,throw.07,va:0255f
4830,thrust.01,va:0469f
4831,thumb.01,va:0176f
4832,thumb.02,va:0329f
4833,thunder.01,va:0009f
4834,thunder.02,va:0009f
4835,thwap.01,va:0092f
4836,thwart.01,va:0260f
4837,tick.01,va:0240f
4838,tick.02,va:0582f
4839,tick.03,va:0314f
4840,ticket.01,va:0130f
4841,tickle.01,va:0435f
4842,tidy.01,va:0380f
4843,tie.01,va:0206f
4844,tie.02,va:0580f
4845,tie.02.2009,va:0580f
4846,tie.03,va:0423f
4847,tie.04,va:0206f
4848,tie.05,va:0408f
4849,tie.06,va:0050f
4850,tighten.01,va:0618f
4851,tighten.02,va:0126f
4852,till.01,va:0089f
4853,tilt.01,va:0562f
4854,time.02,va:0091f
4855,tincture.01,va:0442f
4856,tinker.01,va:0597f
4857,tip.01,va:0562f
4858,tip.02,va:0189f
4859,tip.03,va:0475f
4860,tip.04,va:0177f
4861,tip.05,va:0177f
4862,tiptoe.01,va:0030f
4863,tire.01,va:0044f
4864,title.01,va:0065f
4865,toast.01,va:0159f
4866,toil.01,va:0597f
4867,tolerate.01,va:0001f
4868,toll.01,va:0240f
4869,toll.02,va:0267f
4870,tone.01,va:0241f
4871,toot.01,va:0240f
4872,top.01,va:0249f
4873,top.02,va:0486f
4874,top.03,va:0249f
4875,topple.01,va:0559f
4876,torch.01,va:0134f
4877,torment.01,va:0431f
4878,torpedo.01,va:0134f
4879,torture.01,va:0431f
4880,toss.01,va:0234f
4881,toss.02,va:0255f
4882,toss.03,va:0009f
4883,total.01,va:0292f
4884,total.03,va:0366f
4885,tote.01,va:0003f
4886,tote.02,va:0292f
4887,totter.01,va:0175f
4888,totter.02,va:0030f
4889,touch.01,va:0228f
4890,touch.02,va:0435f
